Country Name,Country Code,Series Name,Series Code,2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019]
Benin,BEN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.20783532536524,2.70423907747279,6.74468253340713,0.428888888888905,-0.548757550948178,0.218785923536209,-0.79331014578558,0.0432648555103161,0.919170717886098,0.732849371241047
Bermuda,BMU,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..,..,..,..,..,..,..,..,..,..
Bhutan,BTN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..,..,..,..,8.27106093949328,4.54814395082206,3.21988689395717,4.95508366985128,2.72396386183714,2.72643037388829
Bolivia,BOL,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.50327605844241,9.88446419823886,4.51560291399369,5.73640023719612,5.76660074579141,4.05961041135646,3.62321431764138,2.8227580554717,2.27205987230154,1.83954504969027
Bosnia and Herzegovina,BIH,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.99621236745887,3.67124999999999,2.05267452001717,-0.0930456838317784,-0.89719405419433,-1.03602303425471,-1.5841,0.810133321953058,1.41710814018034,0.562782154061217
Botswana,BWA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..,8.45987233408586,7.53690261091912,5.88460707056817,4.4022530924343,3.06203169580557,2.81495791361944,3.3082807676822,3.23801558947711,2.77286442863323
Brazil,BRA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,5.03872690108075,6.63644962213086,5.40349914037005,6.20431066640096,6.32904015516141,9.02990102416137,8.73914352329392,3.44637335032668,3.66485028376727,3.73297621216898
British Virgin Islands,VGB,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..,..,..,..,..,..,..,..,..,..
Brunei Darussalam,BRN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..,0.137911563169562,0.111766261400265,0.389205053123609,-0.207108731719819,-0.488347420743483,-0.278693265753081,-1.2605056462896,1.02505179290213,-0.390522069165538
Bulgaria,BGR,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.43899060504113,4.21990346601874,2.95456829831017,0.890093540913077,-1.41818380264845,-0.104633261008384,-0.798649886453677,2.06159619443141,2.8145447382483,3.10372944796774
Burkina Faso,BFA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..,2.75976724854531,3.81815240252386,0.533738507090531,-0.25808951753536,0.7248389810706,0.441041448058777,1.48299897161327,1.95594302672532,-3.23338933983324
Burundi,BDI,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,6.49326591473995,9.59216605979671,18.1610453065451,7.93795807492418,4.40535234185288,5.54468891259784,5.55768961400966,16.0525353030392,-2.81469807668464,-0.686772170797372
Cabo Verde,CPV,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.07866470906424,4.47388342165028,2.54039644167108,1.50654285701401,-0.238778144990621,0.131187999024519,-1.40781637091705,0.784415251101357,1.25699566690508,1.10666674296062
Cambodia,KHM,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,3.99639528107219,5.4784474961745,2.93431609293952,2.9416250954735,3.85568861424203,1.22393195511124,3.01913975139129,2.91263557371475,2.45908515380142,1.94257500833107
Cameroon,CMR,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..,2.93969946305093,2.73529677529534,2.05034718001742,1.85489850366779,2.67623531419901,0.874190383288837,0.640409149881966,1.0688581131292,2.45280214062729
Canada,CAN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.77687154092627,2.91213508872347,1.51567823124525,0.938291897815245,1.90663590717867,1.12524136094278,1.42875954701085,1.5968841285297,2.26822567248104,1.94926902411596
Cayman Islands,CYM,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,0.276140861750094,1.32543575779668,1.18894845245605,2.16061146813395,1.27397911533384,-2.34752770165615,-0.625258358618096,..,..,..
Central African Republic,CAF,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.49102370047805,1.19447572449848,5.47829594346121,6.98879341970198,14.898684179755,1.40297017136817,4.94543276106514,4.1807233187127,1.61215686991552,2.68537355266785
Chad,TCD,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..,2.02924053678259,7.51662364663832,0.222671564624585,1.68197313925665,4.37712665065658,-0.792440525236024,-1.5370996298085,4.27462198610548,-0.971939175419342
Channel Islands,CHI,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..,..,..,..,..,..,..,..,..,..
Chile,CHL,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.41071107954321,3.34121694259301,3.00744840213053,1.78955553984582,4.71867527854673,4.34877353217046,3.78619355893118,2.18271846868521,2.43488981353054,2.55754475703329
China,CHN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,3.17532475269199,5.55389892257491,2.61952432645539,2.62105001748119,1.92164162788522,1.43702380935656,2.00000182191942,1.59313600071433,2.07479039965575,2.89923416358229
Colombia,COL,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.27200227892011,3.41503344776242,3.16930188840057,2.01699224310385,2.89883787761735,4.9898311584953,7.51346024627682,4.3143132569501,3.2405693293057,3.5230193274144
Comoros,COM,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..,1.84266300756185,6.31474450315182,-4.29487331536753,..,..,..,..,..,..
"Congo, Dem. Rep.",COD,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..,..,..,0.808223101487066,1.24303889760764,0.744198994781517,2.88585107290007,..,..,..
"Congo, Rep.",COG,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,0.391525011227614,1.75958704273801,5.01018773134469,4.63161619729462,0.912139545450162,3.16909796750827,3.19056179723774,0.450063823285532,1.15277896375524,2.20607305781522
Costa Rica,CRI,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,5.66275708420022,4.877998309707,4.49545314354611,5.23133614174423,4.51920098516959,0.801982005099561,-0.0174788505907852,1.6259069299173,2.22111461526584,2.09604635327805
Cote d'Ivoire,CIV,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.22645612135478,4.91243395052459,1.30451119915597,2.58117037252936,0.44868207676616,1.25149954781475,0.723178457513241,0.685881065304602,0.3594090313807,-1.10686343994195
Croatia,HRV,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.03055505333574,2.27272727272725,3.41207349081365,2.21658206429777,-0.215196159576262,-0.464499004644924,-1.125,1.12937210282344,1.50012501041755,0.771820346498037
Cuba,CUB,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..,..,..,..,..,..,..,..,..,..
Curacao,CUW,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.77944261312558,2.33253152562139,3.18398746349455,1.33232086152147,1.49873969616457,-0.476542049801979,-0.0472079848934594,1.58558801700291,2.58368756641871,2.62220783425054
Cyprus,CYP,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.43004084102254,3.28944939564209,2.38905410042318,-0.399357676464379,-1.35498885446316,-2.09699769053113,-1.42916666666665,0.531766496174477,1.43549119531763,0.250370996758475
Czechia,CZE,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.47272727272724,1.91721913635551,3.28762306610406,1.43829787234044,0.343988589646766,0.309364548495,0.683504209385646,2.45053398460141,2.14949494949498,2.84787595918044
Denmark,DNK,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.31092436974793,2.75868226051242,2.39791485664643,0.789071780078059,0.564020540449519,0.452034153691592,0.25000000000002,1.14713216957606,0.813609467455621,0.758131572511616
Djibouti,DJI,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..,5.06871394777982,3.7312095075689,2.70603242872182,1.34186494340158,-0.847389733971989,2.73841208738758,0.568112117084724,0.147970849877118,3.31925372703827
Dominica,DMA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.99936630549003,1.13123136526474,1.35677147808864,-0.0464116468806488,0.799250372687505,-0.843826984638284,0.14181622573231,0.296252889279519,0.989191119189886,1.50462353858142
Dominican Republic,DOM,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,6.32993220146146,5.79676809206531,3.69449707884777,4.83095096740803,2.9986422612522,0.836746346724547,1.6141660724522,3.27955694678547,3.5644342601351,1.8106037704296
Ecuador,ECU,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,3.55437734567847,4.47453265795836,5.10172180958668,2.72177577710365,3.58922016616669,3.96664623255353,1.72826463324535,0.41733558866682,-0.224103246005501,0.266012515466146
"Egypt, Arab Rep.",EGY,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..,10.0649259874818,7.11172943343081,9.46971981064917,10.0702154687481,10.370490343517,13.813606214829,29.5066083940039,14.4014657807422,9.15279959324804
El Salvador,SLV,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.17933576873673,5.12892376681615,1.72973481581379,0.757669184522923,1.14134467538236,-0.731384487387936,0.604049086996647,1.01235403315575,1.09033000581892,0.0753241350024998
Equatorial Guinea,GNQ,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..,4.80538922155698,3.65662048278811,2.94887694639661,4.30999866149104,1.67663085315991,1.4119391547901,0.744354746612477,1.06007410662165,1.53027528964192
Eritrea,ERI,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..,..,..,..,..,..,..,..,..,..
Estonia,EST,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.97204512015694,4.98190131453606,3.93339987296984,2.78056658954994,-0.106175146521685,-0.492326006547392,0.148684907627365,3.41723549488055,3.43632688420446,2.27725931243518
Eswatini,SWZ,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,4.50923691774372,6.10742714590245,8.9396468278821,5.6213062346895,5.68134885776449,4.95124493704916,7.84727459085682,6.22137528933116,4.81506167461506,2.59801620311074
Ethiopia,ETH,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,8.14926402965083,33.2499598823345,23.600417677317,7.46402192944522,6.89001951597188,9.56889955968623,6.62813337230927,10.6871150284238,13.8330356586661,15.8096321719344
Faroe Islands,FRO,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..,..,..,..,..,..,..,..,..,..
Fiji,FJI,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,3.68901229670766,7.27811782708494,3.42337523401979,2.91354193604001,0.519306474579164,1.37488542621438,3.86322538221276,3.34757834757835,4.0814763764453,1.77310182460277
Finland,FIN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.18413523154647,3.4168075425521,2.80833622561575,1.47828615688808,1.04119621178439,-0.207928839905252,0.356684500891724,0.754015047084353,1.08382098409304,1.02409392963425
France,FRA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.53112270420927,2.11159795174999,1.95419531613501,0.863715497861873,0.507758822937963,0.0375143805125298,0.183334861123829,1.03228275064667,1.85081508315501,1.10825492288292
French Polynesia,PYF,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..,..,..,..,..,..,..,..,..,..
Gabon,GAB,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..,1.26331707837422,2.65241828695621,0.505441058915667,4.69045751826286,-0.338795188753388,2.10670712784051,2.65192583143897,4.74906652083221,2.46456756151188
"Gambia, The",GMB,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,5.04968075857403,4.79588266183109,4.25432199813901,5.69912989637384,5.94799935696618,6.80845494579614,7.22879272057924,8.03418974545908,6.52096823946574,7.11567625631189
Georgia,GEO,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,7.11017897486099,8.5429333333333,-0.943658853270964,-0.512058410947092,3.06881210379543,4.00357820695097,2.13492713939121,6.03531725272117,2.6152447139767,4.85289821696723
Germany,DEU,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.1038103778926,2.07517283735874,2.00848884782953,1.50472330251882,0.906794000434214,0.514426137125455,0.491747008445213,1.50949485109622,1.73216879766948,1.44565976888253
Ghana,GHA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,10.7333898354915,8.72845937093023,11.1863409441067,11.6661923071728,15.4896160333319,17.1499695007878,17.4546347070868,12.3719215507049,7.80876516610703,7.14364003330856
Gibraltar,GIB,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..,..,..,..,..,..,..,..,..,..
Greece,GRC,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,4.71298907760393,3.32985323350645,1.50152696177755,-0.921269454256931,-1.3122609640551,-1.73588804765284,-0.825653978390973,1.1212545203142,0.625621413453609,0.253007522038191
Greenland,GRL,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..,..,..,..,..,..,..,..,..,..
Grenada,GRD,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,3.43650905943351,3.03347280334741,2.41077704021857,-0.0439997864828081,-0.98360305555495,-0.515448031435303,1.65038994431567,0.908458255874258,0.804102313277022,0.598149764736098
Guam,GUM,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..,..,..,..,..,..,..,..,..,..
Guatemala,GTM,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,3.85950909833162,6.21412393067093,3.78180754679684,4.34337131279519,3.41836169662961,2.3887203283955,4.44844199942828,4.42453655182547,3.75186186704505,3.69998398008605
Guinea,GIN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,15.0502688559001,21.3169268542577,15.2262941038638,11.8875884481828,6.15050556706421,11.7800825029834,8.17268112275132,8.91435947913094,9.82761701259194,9.4700103925301
Guinea-Bissau,GNB,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..,5.04610226320201,2.13054580274496,1.20712555668413,-1.509244605705,1.47672048910486,1.50312055861089,1.69111461822294,0.38132470279102,0.246600268147865
Guyana,GUY,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,3.73337757704245,4.97773563706968,2.39193521312333,1.90125181860584,0.852630497539887,-1.00173432776374,0.836008061506277,1.90465615515585,1.28284288443521,2.08723089162013
Haiti,HTI,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,4.82734190074673,6.33279483849045,5.01804155429243,4.7650240477914,3.43816659958603,6.73184069659001,11.5029073942666,10.6800887242584,12.4814111170435,18.7037825672506
Honduras,HND,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,4.69889064976226,6.76227957314763,5.19618615531849,5.16189898581494,6.1292493031302,3.15783117980925,2.72461223295284,3.93436084442048,4.34734937777525,4.36587159819271
"Hong Kong SAR, China",HKG,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.29289088604676,5.30524892993918,4.05390950903844,4.33799342105264,4.42364532019702,2.99084819322579,2.40930743862221,1.49387243939528,2.40613432046534,2.88320853773994
Hungary,HUN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,4.85555795691956,3.92992098935068,5.6521451708865,1.73319984983104,-0.227566270988277,-0.0616446800641597,0.39476930668638,2.3482428115016,2.8502479259464,3.33858635382014
Iceland,ISL,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,5.39673113167477,4.00102664343118,5.185899887507,3.87227923748245,2.04461481539334,1.63305558181334,1.69692761997744,1.76041559180602,2.68291768267385,3.01397179156058
India,IND,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,11.9893899204244,8.9117933648337,9.47899691419798,10.0178784746103,6.66565671867896,4.9069734412726,4.94821634062135,3.328173374613,3.93882646691633,3.72950573539127
Indonesia,IDN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,5.13420639015885,5.35604849112584,4.27951426919427,6.41249457900392,6.39492882396561,6.36312061196643,3.52580452815451,3.80879857691949,3.19834755924998,3.03058460941658
"Iran, Islamic Rep.",IRN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,10.0893629287979,26.2933856738608,27.2568127242908,36.6030355191029,16.6065532357449,12.4846815611533,7.24542548952977,8.04492437660281,18.0141183371874,39.9073455697784
Iraq,IRQ,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..,..,..,..,..,..,0.556521397155535,0.184058898847663,0.36744148893688,-0.198965380023939
Ireland,IRL,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,-0.918388645376769,2.54897830208553,1.69474116680362,0.515099484900551,0.190916398713822,-0.330959783371778,0.0201247735962648,0.362173038229412,0.471130713712891,0.937842961189285
